Year,Week,Away,Home,Temp,Weather,Wind
2016,9,Panthers,Rams,72,Clear,3m SSW
2016,9,Colts,Packers,67,Clear,5m SSW
2016,9,Titans,Chargers,74,Clear,3m W
2016,9,Broncos,Raiders,67,Partly Cloudy,3m WNW
2016,9,Bills,Seahawks,60,Mostly Cloudy,0m WNW
2016,8,Jaguars,Titans,66,Clear,4m NNW
2016,8,Redskins,Bengals,52,Mostly Cloudy,3m ESE
2016,8,Chiefs,Colts,70,DOME,5m NW
2016,8,Raiders,Buccaneers,84,Clear,10m ENE
2016,8,Seahawks,Saints,70,DOME,4m ENE
2016,8,Lions,Texans,80,Clear,3m ENE
2016,8,Jets,Browns,54,Mostly Cloudy,9m N
2016,8,Patriots,Bills,50,Drizzle,2m NW
2016,8,Chargers,Broncos,75,Mostly Cloudy,3m ESE
2016,8,Packers,Falcons,70,DOME,3m WNW
2016,8,Cardinals,Panthers,80,Clear,4m WSW
2016,8,Eagles,Cowboys,78,Clear,3m SSE
2016,8,Vikings,Bears,57,Drizzle,3m SSE
2016,7,Bears,Packers,47,Mostly Cloudy,3m NNW
2016,7,Giants,Rams,54,Partly Cloudy,10m ENE
2016,7,Saints,Chiefs,69,Clear,6m WSW
2016,7,Colts,Titans,71,Clear,5m SW
2016,7,Vikings,Eagles,61,Mostly Cloudy,10m W
2016,7,Browns,Bengals,66,Clear,6m SSW
2016,7,Redskins,Lions,70,DOME,5m SSW
2016,7,Raiders,Jaguars,72,Clear,5m NNE
2016,7,Bills,Dolphins,80,Partly Cloudy,10m NE
2016,7,Ravens,Jets,58,Partly Cloudy,11m W
2016,7,Buccaneers,49ers,69,Clear,2m W
2016,7,Chargers,Falcons,70,DOME,2m WNW
2016,7,Patriots,Steelers,63,Clear,6m SW
2016,7,Seahawks,Cardinals,70,DOME,1m WNW
2016,7,Texans,Broncos,66,Partly Cloudy,2m NE
2016,6,Broncos,Chargers,69,Clear,6m WNW
2016,6,49ers,Bills,72,Mostly Cloudy,9m SW
2016,6,Eagles,Redskins,69,Clear,5m SSW
2016,6,Browns,Titans,79,Partly Cloudy,7m S
2016,6,Ravens,Giants,66,Mostly Cloudy,6m SSW
2016,6,Panthers,Saints,70,DOME,4m ENE
2016,6,Jaguars,Bears,67,Overcast,3m SSW
2016,6,Rams,Lions,70,DOME,11m SW
2016,6,Steelers,Dolphins,82,Partly Cloudy,11m ENE
2016,6,Bengals,Patriots,66,Clear,7m SSW
2016,6,Chiefs,Raiders,61,Light Rain,5m WSW
2016,6,Falcons,Seahawks,54,Mostly Cloudy,5m S
2016,6,Cowboys,Packers,67,Clear,4m NE
2016,6,Colts,Texans,80,Clear,6m SE
2016,6,Jets,Cardinals,70,DOME,4m SW
2016,5,Cardinals,49ers,72,Clear,7m NW
2016,5,Patriots,Browns,57,Partly Cloudy,9m NW
2016,5,Eagles,Lions,70,DOME,6m NNW
2016,5,Bears,Colts,70,DOME,0m ESE
2016,5,Titans,Dolphins,87,Clear,12m NE
2016,5,Redskins,Ravens,61,Partly Cloudy,12m NNW
2016,5,Texans,Vikings,70,DOME,4m SSE
2016,5,Jets,Steelers,57,Partly Cloudy,6m NW
2016,5,Falcons,Broncos,73,Mostly Cloudy,1m ENE
2016,5,Bengals,Cowboys,74,Clear,3m NE
2016,5,Bills,Rams,87,Clear,5m WSW
2016,5,Chargers,Raiders,78,Clear,4m WNW
2016,5,Giants,Packers,48,Clear,2m E
2016,5,Buccaneers,Panthers,57,Clear,2m ENE
2016,4,Dolphins,Bengals,59,Mostly Cloudy,0m NNW
2016,4,Colts,Jaguars,58,Partly Cloudy,6m NNW
2016,4,Titans,Texans,82,Clear,4m NE
2016,4,Browns,Redskins,70,Mostly Cloudy,1m N
2016,4,Seahawks,Jets,61,Overcast,0m NNE
2016,4,Bills,Patriots,56,Overcast,2m N
2016,4,Panthers,Falcons,70,DOME,0m NW
2016,4,Raiders,Ravens,67,Mostly Cloudy,0m ESE
2016,4,Lions,Bears,64,Mostly Cloudy,2m W
2016,4,Broncos,Buccaneers,89,Drizzle,4m N
2016,4,Rams,Cardinals,70,DOME,4m E
2016,4,Saints,Chargers,73,Clear,6m WSW
2016,4,Cowboys,49ers,68,Partly Cloudy,8m WNW
2016,4,Chiefs,Steelers,60,Rain,0m SSW
2016,4,Giants,Vikings,70,DOME,6m ESE
2016,3,Texans,Patriots,68,Clear,3m S
2016,3,Cardinals,Bills,62,Clear,1m NE
2016,3,Raiders,Titans,89,Clear,3m NW
2016,3,Redskins,Giants,67,Clear,4m NNW
2016,3,Browns,Dolphins,85,Partly Cloudy,7m E
2016,3,Ravens,Jaguars,87,Partly Cloudy,4m NE
2016,3,Lions,Packers,72,Mostly Cloudy,10m SSE
2016,3,Broncos,Bengals,82,Clear,0m S
2016,3,Vikings,Panthers,84,Mostly Cloudy,2m NE
2016,3,Rams,Buccaneers,89,Partly Cloudy,3m W
2016,3,49ers,Seahawks,69,Partly Cloudy,2m NW
2016,3,Jets,Chiefs,65,Mostly Cloudy,6m NW
2016,3,Chargers,Colts,70,DOME,4m S
2016,3,Steelers,Eagles,71,Clear,1m NW
2016,3,Bears,Cowboys,75,Humid and Mostly Cloudy,4m N
2016,3,Falcons,Saints,70,DOME,0m NE
2016,2,Jets,Bills,54,Clear,2m NE
2016,2,49ers,Panthers,85,Partly Cloudy,3m SE
2016,2,Cowboys,Redskins,84,Clear,5m S
2016,2,Bengals,Steelers,71,Humid and Mostly Cloudy,3m SSE
2016,2,Saints,Giants,79,Partly Cloudy,5m SSW
2016,2,Dolphins,Patriots,78,Partly Cloudy,6m SSW
2016,2,Chiefs,Texans,89,Partly Cloudy,2m WSW
2016,2,Titans,Lions,70,DOME,3m SSW
2016,2,Ravens,Browns,75,Partly Cloudy,5m NW
2016,2,Seahawks,Rams,85,Clear,4m WSW
2016,2,Buccaneers,Cardinals,70,DOME,1m SE
2016,2,Jaguars,Chargers,78,Clear,5m WSW
2016,2,Falcons,Raiders,83,Clear,3m WNW
2016,2,Colts,Broncos,86,Clear,1m N
2016,2,Packers,Vikings,70,DOME,4m S
2016,2,Eagles,Bears,80,Clear,2m S
2016,1,Panthers,Broncos,82,Clear,2m SSE
2016,1,Buccaneers,Falcons,70,DOME,2m NNW
2016,1,Vikings,Titans,77,Clear,3m NE
2016,1,Browns,Eagles,83,Clear,9m NW
2016,1,Bengals,Jets,80,Partly Cloudy,9m NW
2016,1,Raiders,Saints,70,DOME,3m E
2016,1,Chargers,Chiefs,73,Clear,7m S
2016,1,Bills,Ravens,82,Partly Cloudy,7m NW
2016,1,Bears,Texans,87,Clear,2m NNE
2016,1,Packers,Jaguars,91,Partly Cloudy,1m ESE
2016,1,Dolphins,Seahawks,64,Partly Cloudy,2m W
2016,1,Giants,Cowboys,87,Clear,2m N
2016,1,Lions,Colts,70,DOME,0m E
2016,1,Patriots,Cardinals,70,DOME,6m WSW
2016,1,Steelers,Redskins,76,Clear,3m E
2016,1,Rams,49ers,60,Clear,6m WNW
2015,17,Jets,Bills,30,Partly Cloudy,10m WSW
2015,17,Patriots,Dolphins,78,Mostly Cloudy,4m NE
2015,17,Saints,Falcons,70,DOME,8m WNW
2015,17,Ravens,Bengals,33,Mostly Cloudy,5m NW
2015,17,Steelers,Browns,34,Mostly Cloudy,12m WNW
2015,17,Jaguars,Texans,56,Partly Cloudy,4m NNW
2015,17,Titans,Colts,70,DOME,6m NW
2015,17,Redskins,Cowboys,54,Clear,4m NNW
2015,17,Eagles,Giants,44,Clear,10m W
2015,17,Lions,Bears,30,Mostly Cloudy,10m NW
2015,17,Buccaneers,Panthers,48,Clear,5m SSW
2015,17,Raiders,Chiefs,32,Clear,7m N
2015,17,Chargers,Broncos,44,Clear,0m NE
2015,17,Seahawks,Cardinals,70,DOME,6m ESE
2015,17,Rams,49ers,57,Partly Cloudy,0m NW
2015,17,Vikings,Packers,23,Overcast,5m W
2015,16,Chargers,Raiders,46,Clear,8m WNW
2015,16,Redskins,Eagles,50,Overcast,5m ENE
2015,16,Patriots,Jets,56,Overcast,7m SW
2015,16,Texans,Titans,72,Mostly Cloudy,10m SSW
2015,16,Browns,Chiefs,34,Overcast,12m NNE
2015,16,Colts,Dolphins,81,Partly Cloudy,13m ESE
2015,16,49ers,Lions,70,DOME,13m NNW
2015,16,Cowboys,Bills,37,Mostly Cloudy,5m NW
2015,16,Bears,Buccaneers,83,Clear,11m SE
2015,16,Panthers,Falcons,70,DOME,5m S
2015,16,Steelers,Ravens,63,Overcast,6m SW
2015,16,Jaguars,Saints,70,DOME,11m SE
2015,16,Rams,Seahawks,37,Rain,2m SSE
2015,16,Packers,Cardinals,70,DOME,2m WSW
2015,16,Giants,Vikings,12,Clear,5m N
2015,16,Bengals,Broncos,16,Partly Cloudy,0m NW
2015,15,Buccaneers,Rams,70,DOME,6m WNW
2015,15,Jets,Cowboys,50,Clear,7m SSE
2015,15,Bears,Vikings,36,Mostly Cloudy,3m SSW
2015,15,Falcons,Jaguars,68,Clear,7m ENE
2015,15,Texans,Colts,70,DOME,13m S
2015,15,Panthers,Giants,41,Clear,4m W
2015,15,Titans,Patriots,39,Clear,5m W
2015,15,Bills,Redskins,45,Clear,3m S
2015,15,Chiefs,Ravens,43,Clear,3m SSW
2015,15,Browns,Seahawks,44,Mostly Cloudy,8m SSW
2015,15,Packers,Raiders,51,Overcast,10m S
2015,15,Broncos,Steelers,36,Clear,3m SE
2015,15,Dolphins,Chargers,60,Partly Cloudy,6m W
2015,15,Bengals,49ers,52,Mostly Cloudy,5m S
2015,15,Cardinals,Eagles,34,Clear,3m S
2015,15,Lions,Saints,70,DOME,2m SSW
2015,14,Vikings,Cardinals,70,DOME,1m NE
2015,14,Bills,Eagles,69,Mostly Cloudy,1m SW
2015,14,49ers,Browns,62,Mostly Cloudy,8m SSE
2015,14,Lions,Rams,70,DOME,15m SSE
2015,14,Saints,Buccaneers,80,Partly Cloudy,12m ESE
2015,14,Titans,Jets,65,Mostly Cloudy,4m ENE
2015,14,Steelers,Bengals,65,Partly Cloudy,6m SSE
2015,14,Colts,Jaguars,77,Partly Cloudy,8m E
2015,14,Chargers,Chiefs,60,Light Rain,11m SSE
2015,14,Redskins,Bears,58,Overcast,11m S
2015,14,Falcons,Panthers,70,Mostly Cloudy,6m S
2015,14,Seahawks,Ravens,66,Mostly Cloudy,3m SE
2015,14,Raiders,Broncos,39,Partly Cloudy,2m N
2015,14,Cowboys,Packers,52,Drizzle,9m S
2015,14,Patriots,Texans,52,Partly Cloudy,3m S
2015,14,Giants,Dolphins,75,Humid,5m SE
2015,13,Packers,Lions,70,DOME,11m WSW
2015,13,Jets,Giants,52,Clear,5m SSW
2015,13,Cardinals,Rams,70,DOME,4m SW
2015,13,Falcons,Buccaneers,78,Partly Cloudy,11m NE
2015,13,Seahawks,Vikings,36,Overcast,3m W
2015,13,Texans,Bills,49,Mostly Cloudy,4m WSW
2015,13,Ravens,Dolphins,78,Mostly Cloudy,14m NE
2015,13,Bengals,Browns,46,Mostly Cloudy,5m SW
2015,13,Jaguars,Titans,56,Mostly Cloudy,4m SSW
2015,13,49ers,Bears,46,Clear,4m SSW
2015,13,Broncos,Chargers,71,Partly Cloudy,7m NW
2015,13,Chiefs,Raiders,60,Mostly Cloudy,3m WSW
2015,13,Panthers,Saints,70,DOME,3m NNE
2015,13,Eagles,Patriots,44,Clear,5m SSW
2015,13,Colts,Steelers,35,Partly Cloudy,2m S
2015,13,Cowboys,Redskins,44,Partly Cloudy,2m SW
2015,12,Eagles,Lions,70,DOME,15m SSW
2015,12,Panthers,Cowboys,68,Humid and Mostly Cloudy,11m SE
2015,12,Bears,Packers,35,Light Rain,10m N
2015,12,Saints,Texans,55,Overcast,8m NNW
2015,12,Rams,Bengals,45,Mostly Cloudy,6m NE
2015,12,Vikings,Falcons,70,DOME,1m S
2015,12,Giants,Redskins,46,Overcast,5m N
2015,12,Buccaneers,Colts,70,DOME,8m NE
2015,12,Bills,Chiefs,34,Light Rain,5m NE
2015,12,Raiders,Titans,57,Overcast,2m NNE
2015,12,Chargers,Jaguars,75,Clear,6m NE
2015,12,Dolphins,Jets,48,Clear,5m NNW
2015,12,Cardinals,49ers,57,Clear,2m NNW
2015,12,Steelers,Seahawks,37,Mostly Cloudy,2m SSW
2015,12,Patriots,Broncos,21,Light Snow,0m NNW
2015,12,Ravens,Browns,42,Mostly Cloudy,8m E
2015,11,Titans,Jaguars,71,Partly Cloudy,2m NW
2015,11,Raiders,Lions,70,DOME,10m W
2015,11,Colts,Falcons,70,DOME,8m NW
2015,11,Jets,Texans,52,Clear,5m N
2015,11,Buccaneers,Eagles,48,Mostly Cloudy,10m NW
2015,11,Broncos,Bears,29,Clear,6m SSW
2015,11,Rams,Ravens,47,Partly Cloudy,10m NNW
2015,11,Cowboys,Dolphins,75,Partly Cloudy,10m WSW
2015,11,Redskins,Panthers,52,Partly Cloudy,8m N
2015,11,Chiefs,Chargers,78,Clear,4m WNW
2015,11,Packers,Vikings,32,Mostly Cloudy,7m S
2015,11,49ers,Seahawks,48,Partly Cloudy,3m NNW
2015,11,Bengals,Cardinals,70,DOME,2m N
2015,11,Bills,Patriots,28,Clear,5m WNW
2015,10,Bills,Jets,56,Partly Cloudy,9m WSW
2015,10,Lions,Packers,57,Clear,6m SW
2015,10,Cowboys,Buccaneers,77,Partly Cloudy,9m E
2015,10,Panthers,Titans,60,Partly Cloudy,3m ESE
2015,10,Bears,Rams,70,DOME,8m SSW
2015,10,Saints,Redskins,62,Clear,7m SW
2015,10,Dolphins,Eagles,59,Clear,9m WSW
2015,10,Browns,Steelers,60,Clear,6m SW
2015,10,Jaguars,Ravens,63,Clear,5m WSW
2015,10,Vikings,Raiders,57,Clear,15m WNW
2015,10,Patriots,Giants,54,Clear,5m WSW
2015,10,Chiefs,Broncos,59,Partly Cloudy,1m NE
2015,10,Cardinals,Seahawks,42,Partly Cloudy,1m SSE
2015,10,Texans,Bengals,49,Partly Cloudy,2m S
2015,9,Browns,Bengals,65,Mostly Cloudy,5m S
2015,9,Packers,Panthers,53,Mostly Cloudy,7m ENE
2015,9,Redskins,Patriots,54,Clear,8m W
2015,9,Titans,Saints,70,DOME,14m NNE
2015,9,Dolphins,Bills,47,Clear,6m WSW
2015,9,Rams,Vikings,57,Clear,14m SSW
2015,9,Jaguars,Jets,57,Clear,7m WNW
2015,9,Raiders,Steelers,51,Clear,0m SSE
2015,9,Giants,Buccaneers,77,Mostly Cloudy,1m SE
2015,9,Falcons,49ers,58,Mostly Cloudy,2m W
2015,9,Broncos,Colts,70,DOME,4m ESE
2015,9,Eagles,Cowboys,53,Clear,2m ENE
2015,9,Bears,Chargers,61,Partly Cloudy,7m WNW
2015,8,Dolphins,Patriots,53,Clear,9m WSW
2015,8,Lions,Chiefs,57,Clear,3m S
2015,8,Buccaneers,Falcons,70,DOME,2m NNE
2015,8,Cardinals,Browns,63,Partly Cloudy,17m WSW
2015,8,49ers,Rams,70,DOME,4m SSW
2015,8,Giants,Saints,70,DOME,6m E
2015,8,Vikings,Bears,61,Clear,7m WSW
2015,8,Chargers,Ravens,65,Partly Cloudy,6m SW
2015,8,Bengals,Steelers,63,Partly Cloudy,9m SW
2015,8,Titans,Texans,68,Mostly Cloudy,4m N
2015,8,Jets,Raiders,68,Partly Cloudy,8m W
2015,8,Seahawks,Cowboys,63,Partly Cloudy,0m NNE
2015,8,Packers,Broncos,52,Partly Cloudy,4m WSW
2015,8,Colts,Panthers,62,Rain,5m NE
2015,7,Seahawks,49ers,66,Clear,3m NW
2015,7,Bills,Jaguars,51,Clear,3m SSE
2015,7,Buccaneers,Redskins,70,Mostly Cloudy,8m NW
2015,7,Falcons,Titans,61,Overcast,8m NNE
2015,7,Saints,Colts,70,DOME,7m NE
2015,7,Vikings,Lions,70,DOME,5m NW
2015,7,Steelers,Chiefs,64,Clear,6m NE
2015,7,Browns,Rams,70,DOME,7m NE
2015,7,Texans,Dolphins,82,Mostly Cloudy,11m E
2015,7,Jets,Patriots,58,Mostly Cloudy,6m WSW
2015,7,Raiders,Chargers,77,Mostly Cloudy,5m SW
2015,7,Cowboys,Giants,59,Partly Cloudy,10m NNW
2015,7,Eagles,Panthers,64,Mostly Cloudy,0m N
2015,7,Ravens,Cardinals,70,DOME,2m WNW
2015,6,Falcons,Saints,70,DOME,2m SSE
2015,6,Redskins,Jets,48,Mostly Cloudy,10m NW
2015,6,Cardinals,Steelers,42,Mostly Cloudy,8m W
2015,6,Chiefs,Vikings,62,Clear,15m SSE
2015,6,Bengals,Bills,37,Mostly Cloudy,2m WNW
2015,6,Bears,Lions,70,DOME,8m NW
2015,6,Broncos,Browns,46,Mostly Cloudy,11m NW
2015,6,Texans,Jaguars,70,Mostly Cloudy,13m NNE
2015,6,Dolphins,Titans,60,Clear,6m NE
2015,6,Panthers,Seahawks,59,Overcast,4m S
2015,6,Chargers,Packers,49,Clear,8m SSE
2015,6,Ravens,49ers,68,Partly Cloudy,10m WNW
2015,6,Patriots,Colts,70,DOME,2m SSE
2015,6,Giants,Eagles,44,Clear,6m SSW
2015,5,Colts,Texans,76,Mostly Cloudy,2m SE
2015,5,Bears,Chiefs,80,Clear,11m SSW
2015,5,Seahawks,Bengals,72,Clear,7m SSW
2015,5,Redskins,Falcons,70,DOME,2m NNE
2015,5,Jaguars,Buccaneers,83,Clear,9m NW
2015,5,Saints,Eagles,67,Clear,4m WSW
2015,5,Browns,Ravens,68,Clear,0m S
2015,5,Rams,Packers,73,Clear,15m SW
2015,5,Bills,Titans,72,Partly Cloudy,2m SSW
2015,5,Cardinals,Lions,70,DOME,15m SSW
2015,5,Patriots,Cowboys,92,Clear,11m S
2015,5,Broncos,Raiders,76,Clear,8m WNW
2015,5,49ers,Giants,57,Clear,3m SW
2015,5,Steelers,Chargers,76,Partly Cloudy,5m S
2015,4,Ravens,Steelers,54,Mostly Cloudy,7m NE
2015,4,Jets,Dolphins,62,Partly Cloudy,6m SSE
2015,4,Jaguars,Colts,70,DOME,8m NE
2015,4,Giants,Bills,60,Mostly Cloudy,4m E
2015,4,Panthers,Buccaneers,75,Partly Cloudy,7m WNW
2015,4,Eagles,Redskins,59,Overcast,13m NNE
2015,4,Raiders,Bears,56,Overcast,8m NE
2015,4,Texans,Falcons,70,DOME,9m NE
2015,4,Chiefs,Bengals,73,Clear,8m ENE
2015,4,Browns,Chargers,68,Mostly Cloudy,7m WSW
2015,4,Packers,49ers,76,Clear,6m NW
2015,4,Rams,Cardinals,70,DOME,14m S
2015,4,Vikings,Broncos,60,Mostly Cloudy,5m NE
2015,4,Cowboys,Saints,70,DOME,10m N
2015,4,Lions,Seahawks,61,Partly Cloudy,2m NNE
2015,3,Redskins,Giants,66,Clear,2m ENE
2015,3,Falcons,Cowboys,89,Clear,4m ENE
2015,3,Colts,Titans,77,Mostly Cloudy,4m SE
2015,3,Raiders,Browns,75,Mostly Cloudy,10m SSE
2015,3,Bengals,Ravens,73,Mostly Cloudy,8m ENE
2015,3,Jaguars,Patriots,70,Clear,3m SSE
2015,3,Saints,Panthers,67,Overcast,8m NNE
2015,3,Eagles,Jets,70,Partly Cloudy,5m ESE
2015,3,Buccaneers,Texans,75,Mostly Cloudy,8m NE
2015,3,Chargers,Vikings,80,Clear,13m SSW
2015,3,Steelers,Rams,70,DOME,4m SE
2015,3,49ers,Cardinals,70,DOME,3m WSW
2015,3,Bills,Dolphins,80,Mostly Cloudy,0m SW
2015,3,Bears,Seahawks,62,Clear,7m NNW
2015,3,Broncos,Lions,70,DOME,7m S
2015,3,Chiefs,Packers,62,Overcast,3m N
2015,2,Broncos,Chiefs,80,Mostly Cloudy,8m SSW
2015,2,Texans,Panthers,88,Partly Cloudy,2m N
2015,2,49ers,Steelers,69,Clear,2m NW
2015,2,Buccaneers,Saints,70,DOME,2m N
2015,2,Lions,Vikings,70,Partly Cloudy,12m S
2015,2,Cardinals,Bears,69,Partly Cloudy,3m E
2015,2,Patriots,Bills,62,Clear,4m N
2015,2,Chargers,Bengals,73,Partly Cloudy,6m NE
2015,2,Titans,Browns,66,Partly Cloudy,11m NNE
2015,2,Falcons,Giants,77,Clear,7m N
2015,2,Rams,Redskins,75,Partly Cloudy,6m N
2015,2,Dolphins,Jaguars,83,Clear,5m E
2015,2,Ravens,Raiders,89,Dry and Partly Cloudy,7m NW
2015,2,Cowboys,Eagles,74,Clear,7m N
2015,2,Seahawks,Packers,54,Clear,6m SSE
2015,2,Jets,Colts,70,DOME,3m ENE
2015,1,Steelers,Patriots,64,Light Rain,9m NE
2015,1,Packers,Bears,68,Partly Cloudy,4m WNW
2015,1,Chiefs,Texans,83,Clear,8m E
2015,1,Browns,Jets,76,Partly Cloudy,7m WSW
2015,1,Colts,Bills,53,Mostly Cloudy,7m WSW
2015,1,Dolphins,Redskins,71,Partly Cloudy,11m W
2015,1,Panthers,Jaguars,81,Partly Cloudy,1m WSW
2015,1,Seahawks,Rams,70,DOME,3m SSW
2015,1,Saints,Cardinals,70,DOME,4m WSW
2015,1,Lions,Chargers,82,Clear,8m W
2015,1,Titans,Buccaneers,81,Mostly Cloudy,6m NNW
2015,1,Bengals,Raiders,75,Partly Cloudy,9m W
2015,1,Ravens,Broncos,86,Partly Cloudy,5m NNW
2015,1,Giants,Cowboys,78,Clear,9m SSE
2015,1,Eagles,Falcons,70,DOME,2m E
2015,1,Vikings,49ers,64,Mostly Cloudy,4m SW
2014,17,Colts,Titans,41,Overcast,5m NW
2014,17,Chargers,Chiefs,37,Clear,5m SW
2014,17,Jets,Dolphins,80,Partly Cloudy,7m SE
2014,17,Bears,Vikings,22,Mostly Cloudy,4m N
2014,17,Bills,Patriots,49,Overcast,8m W
2014,17,Eagles,Giants,51,Mostly Cloudy,6m WNW
2014,17,Saints,Buccaneers,77,Partly Cloudy,7m SSW
2014,17,Cowboys,Redskins,57,Mostly Cloudy,4m WNW
2014,17,Browns,Ravens,56,Overcast,3m WNW
2014,17,Jaguars,Texans,43,Drizzle,8m NW
2014,17,Panthers,Falcons,70,DOME,2m W
2014,17,Lions,Packers,25,Overcast,6m NW
2014,17,Raiders,Broncos,33,Partly Cloudy,0m NW
2014,17,Cardinals,49ers,56,Clear,5m NW
2014,17,Rams,Seahawks,43,Mostly Cloudy,1m SSW
2014,17,Bengals,Steelers,35,Overcast,1m WNW
2014,16,Titans,Jaguars,54,Partly Cloudy,3m W
2014,16,Eagles,Redskins,35,Mostly Cloudy,1m W
2014,16,Chargers,49ers,58,Overcast,1m SW
2014,16,Lions,Bears,36,Mostly Cloudy,7m S
2014,16,Vikings,Dolphins,78,Mostly Cloudy,7m SE
2014,16,Falcons,Saints,70,DOME,2m NE
2014,16,Patriots,Jets,35,Mostly Cloudy,4m NW
2014,16,Chiefs,Steelers,34,Mostly Cloudy,0m NE
2014,16,Packers,Buccaneers,76,Mostly Cloudy,4m S
2014,16,Browns,Panthers,50,Mostly Cloudy,4m NE
2014,16,Ravens,Texans,58,Mostly Cloudy,2m E
2014,16,Giants,Rams,70,DOME,7m SE
2014,16,Colts,Cowboys,51,Overcast,9m S
2014,16,Bills,Raiders,62,Mostly Cloudy,6m WNW
2014,16,Seahawks,Cardinals,70,DOME,1m W
2014,16,Broncos,Bengals,46,Partly Cloudy,7m ESE
2014,15,Cardinals,Rams,70,DOME,1m SSE
2014,15,Steelers,Falcons,70,DOME,8m WNW
2014,15,Packers,Bills,34,Overcast,9m W
2014,15,Bengals,Browns,45,Overcast,5m W
2014,15,Texans,Colts,70,DOME,4m S
2014,15,Raiders,Chiefs,60,Overcast,10m S
2014,15,Dolphins,Patriots,43,Clear,5m WNW
2014,15,Redskins,Giants,43,Overcast,7m NW
2014,15,Buccaneers,Panthers,58,Clear,2m NNW
2014,15,Jaguars,Ravens,49,Mostly Cloudy,7m NW
2014,15,Jets,Titans,49,Mostly Cloudy,1m E
2014,15,Broncos,Chargers,62,Partly Cloudy,5m WNW
2014,15,49ers,Seahawks,49,Clear,2m ENE
2014,15,Vikings,Lions,70,DOME,1m W
2014,15,Cowboys,Eagles,42,Mostly Cloudy,6m NNW
2014,15,Saints,Bears,42,Overcast,6m SSE
2014,14,Cowboys,Bears,34,Overcast,6m SE
2014,14,Steelers,Bengals,42,Clear,3m NE
2014,14,Colts,Browns,38,Mostly Cloudy,11m NE
2014,14,Buccaneers,Lions,70,DOME,5m E
2014,14,Giants,Titans,47,Mostly Cloudy,7m NE
2014,14,Ravens,Dolphins,77,Partly Cloudy,12m NNW
2014,14,Jets,Vikings,34,Mostly Cloudy,11m SSE
2014,14,Panthers,Saints,70,DOME,5m N
2014,14,Rams,Redskins,46,Clear,10m N
2014,14,Texans,Jaguars,58,Overcast,9m N
2014,14,Bills,Broncos,55,Clear,3m NW
2014,14,Chiefs,Cardinals,70,DOME,1m NW
2014,14,49ers,Raiders,61,Overcast,2m SSW
2014,14,Seahawks,Eagles,39,Clear,6m N
2014,14,Patriots,Chargers,64,Mostly Cloudy,2m N
2014,14,Falcons,Packers,32,Overcast,4m NW
2014,13,Bears,Lions,70,DOME,9m WNW
2014,13,Eagles,Cowboys,57,Clear,0m N
2014,13,Seahawks,49ers,58,A Few Clouds,0m N
2014,13,Browns,Bills,57,Overcast,11m SSW
2014,13,Redskins,Colts,70,DOME,17m SSW
2014,13,Raiders,Rams,70,DOME,12m WSW
2014,13,Panthers,Vikings,15,Overcast,15m WNW
2014,13,Saints,Steelers,61,Overcast,12m SW
2014,13,Bengals,Buccaneers,76,Mostly Cloudy,7m E
2014,13,Giants,Jaguars,72,Partly Cloudy,7m SSE
2014,13,Chargers,Ravens,58,Mostly Sunny,0m N
2014,13,Titans,Texans,78,Partly Cloudy,10m S
2014,13,Cardinals,Falcons,70,DOME,3m SSE
2014,13,Patriots,Packers,23,Fair,7m NW
2014,13,Broncos,Chiefs,25,Fair,12m N
2014,13,Dolphins,Jets,43,A Few Clouds,9m NNW
2014,12,Chiefs,Raiders,55,"Mod Rain, Fog",11m ENE
2014,12,Browns,Falcons,70,DOME,10m ENE
2014,12,Buccaneers,Bears,53, Light Rain,10m S
2014,12,Jaguars,Colts,70,DOME,9m SE
2014,12,Packers,Vikings,46, Fog/Mist,6m NW
2014,12,Lions,Patriots,61,Fair,6m WSW
2014,12,Titans,Eagles,53,Mostly Cloudy,6m S
2014,12,Bengals,Texans,76,Fair,14m SW
2014,12,Rams,Chargers,72,NA,3m S
2014,12,Cardinals,Seahawks,57,Partly Cloudy,6m S
2014,12,Dolphins,Broncos,36,  Showers in Vicinity,7m NNE
2014,12,Redskins,49ers,63,Mostly Cloudy,4m WNW
2014,12,Cowboys,Giants,48,Fair,0m N
2014,12,Jets,Bills,70,DOME,21m WSW
2014,12,Ravens,Saints,70,DOME,9m N
2014,11,Bills,Dolphins,71,Fair,0m N
2014,11,Vikings,Bears,32, Light Snow,10m SSW
2014,11,Texans,Browns,34,Overcast,7m SSW
2014,11,Eagles,Packers,27,Overcast,9m SSW
2014,11,Seahawks,Chiefs,21,Fair,10m W
2014,11,Broncos,Rams,70,DOME,6m W
2014,11,Bengals,Saints,70,DOME,19m SSE
2014,11,49ers,Giants,43,Overcast,4m SSW
2014,11,Buccaneers,Redskins,46,Overcast,7m S
2014,11,Falcons,Panthers,52,Overcast,3m ESE
2014,11,Raiders,Chargers,71,NA,7m WNW
2014,11,Lions,Cardinals,70,DOME,12m N
2014,11,Patriots,Colts,70,DOME,4m WNW
2014,11,Steelers,Titans,25,A Few Clouds,0m N
2014,10,Browns,Bengals,43,Overcast,0m N
2014,10,Chiefs,Bills,41, Light Rain,11m SSW
2014,10,Dolphins,Lions,70,DOME,15m SW
2014,10,49ers,Saints,70,DOME,8m NE
2014,10,Steelers,Jets,57,Fair,9m SW
2014,10,Falcons,Buccaneers,66,Overcast,5m NE
